filepath,dataset,speaker,emotion,label
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1005_TSI_HAP_XX.wav,CREMA-D,1005,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1005_TSI_SAD_XX.wav,CREMA-D,1005,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1005_WSI_ANG_XX.wav,CREMA-D,1005,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1005_WSI_FEA_XX.wav,CREMA-D,1005,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1005_WSI_HAP_XX.wav,CREMA-D,1005,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1005_WSI_SAD_XX.wav,CREMA-D,1005,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_DFA_ANG_XX.wav,CREMA-D,1006,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_DFA_FEA_XX.wav,CREMA-D,1006,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_DFA_HAP_XX.wav,CREMA-D,1006,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_DFA_SAD_XX.wav,CREMA-D,1006,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IEO_ANG_HI.wav,CREMA-D,1006,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IEO_ANG_LO.wav,CREMA-D,1006,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IEO_ANG_MD.wav,CREMA-D,1006,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IEO_FEA_HI.wav,CREMA-D,1006,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IEO_FEA_LO.wav,CREMA-D,1006,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IEO_FEA_MD.wav,CREMA-D,1006,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IEO_HAP_HI.wav,CREMA-D,1006,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IEO_HAP_LO.wav,CREMA-D,1006,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IEO_HAP_MD.wav,CREMA-D,1006,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IEO_SAD_HI.wav,CREMA-D,1006,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IEO_SAD_LO.wav,CREMA-D,1006,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IEO_SAD_MD.wav,CREMA-D,1006,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IOM_ANG_XX.wav,CREMA-D,1006,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IOM_FEA_XX.wav,CREMA-D,1006,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IOM_HAP_XX.wav,CREMA-D,1006,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IOM_SAD_XX.wav,CREMA-D,1006,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_ITH_ANG_XX.wav,CREMA-D,1006,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_ITH_FEA_XX.wav,CREMA-D,1006,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_ITH_HAP_XX.wav,CREMA-D,1006,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_ITH_SAD_XX.wav,CREMA-D,1006,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_ITS_ANG_XX.wav,CREMA-D,1006,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_ITS_FEA_XX.wav,CREMA-D,1006,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_ITS_HAP_XX.wav,CREMA-D,1006,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_ITS_SAD_XX.wav,CREMA-D,1006,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IWL_ANG_XX.wav,CREMA-D,1006,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IWL_FEA_XX.wav,CREMA-D,1006,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IWL_HAP_XX.wav,CREMA-D,1006,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IWL_SAD_XX.wav,CREMA-D,1006,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IWW_ANG_XX.wav,CREMA-D,1006,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IWW_FEA_XX.wav,CREMA-D,1006,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IWW_HAP_XX.wav,CREMA-D,1006,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_IWW_SAD_XX.wav,CREMA-D,1006,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_MTI_ANG_XX.wav,CREMA-D,1006,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_MTI_FEA_XX.wav,CREMA-D,1006,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_MTI_HAP_XX.wav,CREMA-D,1006,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_MTI_SAD_XX.wav,CREMA-D,1006,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_TAI_ANG_XX.wav,CREMA-D,1006,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_TAI_FEA_XX.wav,CREMA-D,1006,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_TAI_HAP_XX.wav,CREMA-D,1006,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_TAI_SAD_XX.wav,CREMA-D,1006,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_TIE_ANG_XX.wav,CREMA-D,1006,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_TIE_FEA_XX.wav,CREMA-D,1006,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_TIE_HAP_XX.wav,CREMA-D,1006,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_TIE_SAD_XX.wav,CREMA-D,1006,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_TSI_ANG_XX.wav,CREMA-D,1006,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_TSI_FEA_XX.wav,CREMA-D,1006,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_TSI_HAP_XX.wav,CREMA-D,1006,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_TSI_SAD_XX.wav,CREMA-D,1006,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_WSI_ANG_XX.wav,CREMA-D,1006,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_WSI_FEA_XX.wav,CREMA-D,1006,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_WSI_HAP_XX.wav,CREMA-D,1006,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1006_WSI_SAD_XX.wav,CREMA-D,1006,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_DFA_ANG_XX.wav,CREMA-D,1007,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_DFA_FEA_XX.wav,CREMA-D,1007,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_DFA_HAP_XX.wav,CREMA-D,1007,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_DFA_SAD_XX.wav,CREMA-D,1007,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IEO_ANG_HI.wav,CREMA-D,1007,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IEO_ANG_LO.wav,CREMA-D,1007,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IEO_ANG_MD.wav,CREMA-D,1007,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IEO_FEA_HI.wav,CREMA-D,1007,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IEO_FEA_LO.wav,CREMA-D,1007,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IEO_FEA_MD.wav,CREMA-D,1007,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IEO_HAP_HI.wav,CREMA-D,1007,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IEO_HAP_LO.wav,CREMA-D,1007,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IEO_HAP_MD.wav,CREMA-D,1007,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IEO_SAD_HI.wav,CREMA-D,1007,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IEO_SAD_LO.wav,CREMA-D,1007,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IEO_SAD_MD.wav,CREMA-D,1007,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IOM_ANG_XX.wav,CREMA-D,1007,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IOM_FEA_XX.wav,CREMA-D,1007,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IOM_HAP_XX.wav,CREMA-D,1007,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IOM_SAD_XX.wav,CREMA-D,1007,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_ITH_ANG_XX.wav,CREMA-D,1007,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_ITH_FEA_XX.wav,CREMA-D,1007,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_ITH_HAP_XX.wav,CREMA-D,1007,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_ITH_SAD_XX.wav,CREMA-D,1007,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_ITS_ANG_XX.wav,CREMA-D,1007,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_ITS_FEA_XX.wav,CREMA-D,1007,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_ITS_HAP_XX.wav,CREMA-D,1007,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_ITS_SAD_XX.wav,CREMA-D,1007,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IWL_ANG_XX.wav,CREMA-D,1007,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IWL_FEA_XX.wav,CREMA-D,1007,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IWL_HAP_XX.wav,CREMA-D,1007,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IWL_SAD_XX.wav,CREMA-D,1007,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IWW_ANG_XX.wav,CREMA-D,1007,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IWW_FEA_XX.wav,CREMA-D,1007,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IWW_HAP_XX.wav,CREMA-D,1007,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_IWW_SAD_XX.wav,CREMA-D,1007,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_MTI_ANG_XX.wav,CREMA-D,1007,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_MTI_FEA_XX.wav,CREMA-D,1007,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_MTI_HAP_XX.wav,CREMA-D,1007,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_MTI_SAD_XX.wav,CREMA-D,1007,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_TAI_ANG_XX.wav,CREMA-D,1007,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_TAI_FEA_XX.wav,CREMA-D,1007,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_TAI_HAP_XX.wav,CREMA-D,1007,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_TAI_SAD_XX.wav,CREMA-D,1007,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_TIE_ANG_XX.wav,CREMA-D,1007,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_TIE_FEA_XX.wav,CREMA-D,1007,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_TIE_HAP_XX.wav,CREMA-D,1007,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_TIE_SAD_XX.wav,CREMA-D,1007,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_TSI_ANG_XX.wav,CREMA-D,1007,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_TSI_FEA_XX.wav,CREMA-D,1007,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_TSI_HAP_XX.wav,CREMA-D,1007,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_TSI_SAD_XX.wav,CREMA-D,1007,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_WSI_ANG_XX.wav,CREMA-D,1007,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_WSI_FEA_XX.wav,CREMA-D,1007,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_WSI_HAP_XX.wav,CREMA-D,1007,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1007_WSI_SAD_XX.wav,CREMA-D,1007,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_DFA_ANG_XX.wav,CREMA-D,1008,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_DFA_FEA_XX.wav,CREMA-D,1008,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_DFA_HAP_XX.wav,CREMA-D,1008,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_DFA_SAD_XX.wav,CREMA-D,1008,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IEO_ANG_HI.wav,CREMA-D,1008,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IEO_ANG_LO.wav,CREMA-D,1008,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IEO_ANG_MD.wav,CREMA-D,1008,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IEO_FEA_HI.wav,CREMA-D,1008,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IEO_FEA_LO.wav,CREMA-D,1008,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IEO_FEA_MD.wav,CREMA-D,1008,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IEO_HAP_HI.wav,CREMA-D,1008,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IEO_HAP_LO.wav,CREMA-D,1008,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IEO_HAP_MD.wav,CREMA-D,1008,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IEO_SAD_HI.wav,CREMA-D,1008,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IEO_SAD_LO.wav,CREMA-D,1008,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IEO_SAD_MD.wav,CREMA-D,1008,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IOM_ANG_XX.wav,CREMA-D,1008,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IOM_FEA_XX.wav,CREMA-D,1008,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IOM_HAP_XX.wav,CREMA-D,1008,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IOM_SAD_XX.wav,CREMA-D,1008,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_ITH_ANG_XX.wav,CREMA-D,1008,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_ITH_FEA_XX.wav,CREMA-D,1008,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_ITH_HAP_XX.wav,CREMA-D,1008,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_ITH_SAD_XX.wav,CREMA-D,1008,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_ITS_ANG_XX.wav,CREMA-D,1008,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_ITS_FEA_XX.wav,CREMA-D,1008,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_ITS_HAP_XX.wav,CREMA-D,1008,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_ITS_SAD_XX.wav,CREMA-D,1008,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IWL_ANG_XX.wav,CREMA-D,1008,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IWL_FEA_XX.wav,CREMA-D,1008,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IWL_HAP_XX.wav,CREMA-D,1008,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IWL_SAD_XX.wav,CREMA-D,1008,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IWW_ANG_XX.wav,CREMA-D,1008,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IWW_FEA_XX.wav,CREMA-D,1008,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IWW_HAP_XX.wav,CREMA-D,1008,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_IWW_SAD_XX.wav,CREMA-D,1008,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_MTI_ANG_XX.wav,CREMA-D,1008,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_MTI_FEA_XX.wav,CREMA-D,1008,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_MTI_HAP_XX.wav,CREMA-D,1008,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_MTI_SAD_XX.wav,CREMA-D,1008,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_TAI_ANG_XX.wav,CREMA-D,1008,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_TAI_FEA_XX.wav,CREMA-D,1008,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_TAI_HAP_XX.wav,CREMA-D,1008,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_TAI_SAD_XX.wav,CREMA-D,1008,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_TIE_ANG_XX.wav,CREMA-D,1008,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_TIE_FEA_XX.wav,CREMA-D,1008,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_TIE_HAP_XX.wav,CREMA-D,1008,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_TIE_SAD_XX.wav,CREMA-D,1008,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_TSI_ANG_XX.wav,CREMA-D,1008,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_TSI_FEA_XX.wav,CREMA-D,1008,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_TSI_HAP_XX.wav,CREMA-D,1008,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1008_TSI_SAD_XX.wav,CREMA-D,1008,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1009_DFA_ANG_XX.wav,CREMA-D,1009,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1009_DFA_FEA_XX.wav,CREMA-D,1009,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1009_DFA_HAP_XX.wav,CREMA-D,1009,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1009_DFA_SAD_XX.wav,CREMA-D,1009,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1009_IEO_ANG_HI.wav,CREMA-D,1009,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1009_IEO_ANG_LO.wav,CREMA-D,1009,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1009_IEO_ANG_MD.wav,CREMA-D,1009,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1009_IEO_FEA_HI.wav,CREMA-D,1009,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1009_IEO_FEA_LO.wav,CREMA-D,1009,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1009_IEO_FEA_MD.wav,CREMA-D,1009,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\crema-d\archive\AudioWAV\1009_IEO_HAP_HI.wav,CREMA-D,1009,joy,1
